"ID","filename","序號","預算年度","預算部分","歲出歲入","category","full_name","result","提案人","連署人","place","time_place","cost","action","日期","名稱","url","註記","內容","併案審查註記","who","deleted","frozen","item","item_note","last_cost","last_budget","budget_diff","budget_url"
1088,"委員會-11-2-15-18","三",114,"關於內政部警政署及所屬、消防署及所屬部分。","歲出部分","內政部","消防署","通過","張智倫;黃建賓;牛煦庭",NA,"內政委員會","2024/12/23（內政委員會）","2975000","凍結","2024-12-23","第11屆第2會期內政委員會第18次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024122032/details?meetingDate=113%2F12%2F23",NA,"114年度消防署及所屬歲出預算第3目「港務消防業務」原列1,887萬1千元，該目係辦理「韌性國家醫療整備計畫」編列297萬5千元。經查，該計畫列為機密，消防署依規定不予提供計畫書，顯有礙預算審議之進行；為落實監督預算之責，爰凍結該項預算，俟內政部消防署於3個月內，向立法院內政委員會提出專案報告並經同意後，始得動支。【69】","114 年度消防署及所屬歲出預算第 2 目「消防救災業務」編列 43 億 9,132 萬 8千元，爰就下列各案併案凍結 5 億元，俟消防署向立法院內政委員會提出專案 報告並經同意後，始得動支。","張智倫、黃建賓、牛煦庭","0","500000000","3708512000 港務消防業務 > 02 加強港務消防工作 > 子計畫","4.辦理韌性國家醫療整備計畫，係為因應全球極
端氣候發生，提供大量傷病患救護，裝備補實
及流程構建，本計畫依據行政院113年3月29日
院臺衛字第1131007042號函核定，總經費828,
886千元，分4年辦理，本年度編列256,368千
元，分配本科目編列2,975千元（經常門293千
元，資本門2,682千元）",NA,"0","2975000 (--)","https://www.nfa.gov.tw/cht/index.php?code=list&flag=detail&ids=246&article_id=16813"
1089,"委員會-11-2-15-18","四",114,"關於內政部警政署及所屬、消防署及所屬部分。","歲出部分","內政部","消防署","通過","張智倫;黃建賓;牛煦庭",NA,"內政委員會","2024/12/23（內政委員會）","2975000","凍結","2024-12-23","第11屆第2會期內政委員會第18次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024122032/details?meetingDate=113%2F12%2F23",NA,"114年度消防署及所屬歲出預算第4目「特種搜救業務」原列3億2,459萬6千元，該目係辦理「韌性國家醫療整備計畫」編列297萬5千元。經查，該計畫列為機密，消防署依規定不予提供計劃書，顯有礙預算審議之進行；為落實監督預算之責，爰凍結該項預算，俟內政部消防署於3個月內，向立法院內政委員會提出專案報告並經同意後，始得動支。【73】","114 年度消防署及所屬歲出預算第 2 目「消防救災業務」編列 43 億 9,132 萬 8千元，爰就下列各案併案凍結 5 億元，俟消防署向立法院內政委員會提出專案 報告並經同意後，始得動支。","張智倫、黃建賓、牛煦庭","0","500000000","3708513000 特種搜救業務 > 02 強化特種搜救任務 > 子計畫","4.辦理韌性國家醫療整備計畫，係為因應全球極
端氣候發生，提供大量傷病患救護，裝備補實
及流程構建，本計畫依據行政院113年3月29日
院臺衛字第1131007042號函核定，總經費828,
886千元，分4年辦理，本年度編列256,368千
元，分配本科目編列1,307千元（經常門117千
元，資本門1,190千元）",NA,"0","2975000 (--)","https://www.nfa.gov.tw/cht/index.php?code=list&flag=detail&ids=246&article_id=16813"
1091,"委員會-11-2-19-19","二",114,"關於農業部及所屬單位預算部分。","歲出部分","農業部","農業部","通過","林岱樺;楊瓊瓔;賴瑞隆;張嘉郡;陳超明;鄭天財Sra Kacaw;張啓楷;呂玉玲;謝衣鳯;蔡易餘","陳亭妃;鄭正鈐;邱議瑩;邱志偉;林倩綺","經濟委員會","2024/12/4（經濟委員會）","1589775000","凍結","2024-12-04","第11屆第2會期經濟委員會第19次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112803/details?meetingDate=113/12/04&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度農業部歲出預算案第1目「農業科技研究發展」編列15億8,977萬5千元，凍結該預算2,000萬元，俟向立法院經濟委員會提出專案報告後，始得動支。【9-27】",NA,"林岱樺、楊瓊瓔、賴瑞隆、張嘉郡、陳超明、鄭天財Sra Kacaw、張啓楷、呂玉玲、謝衣鳯、蔡易餘（陳亭妃、鄭正鈐、邱議瑩、邱志偉、林倩綺）","0","20000000","5251011200 農業科技研究發展",NA,"1293113000","1466241000","123534000 (+8%)","https://www.moa.gov.tw/ws.php?id=2515651"
1093,"委員會-11-2-19-19","四",114,"關於農業部及所屬單位預算部分。","歲出部分","農業部","農業部","通過","陳超明;林岱樺;蔡易餘;鄭正鈐;邱志偉;楊瓊瓔;張啓楷;張嘉郡;呂玉玲;謝衣鳯;鄭天財Sra Kacaw;陳亭妃;賴瑞隆","邱議瑩;徐欣瑩;林倩綺;徐巧芯;牛煦庭;賴惠員;羅智強;鍾佳濱;黃仁;陳雪生;邱鎮軍;蘇清泉;馬文君;林德福;萬美玲;盧縣一;陳玉珍;邱若華;翁曉玲;陳永康;謝龍介;黃建賓;陳菁徽;李彥秀;顏寬恒;廖先翔;張智倫;廖偉翔;張雅琳","經濟委員會","2024/12/4（經濟委員會）","2090858000","凍結","2024-12-04","第11屆第2會期經濟委員會第19次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112803/details?meetingDate=113/12/04&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度農業部歲出預算案第3目「農業管理」編列20億9,085萬8千元，凍結該預算2億元，俟向立法院經濟委員會提出書面報告後，始得動支。【38-89】",NA,"陳超明、林岱樺、蔡易餘、鄭正鈐、邱志偉、楊瓊瓔、張啓楷、張嘉郡、呂玉玲、謝衣鳯、鄭天財Sra Kacaw、陳亭妃、賴瑞隆（邱議瑩、徐欣瑩、林倩綺、徐巧芯、牛煦庭、賴惠員、羅智強、鍾佳濱、黃仁、陳雪生、邱鎮軍、蘇清泉、馬文君、林德福、萬美玲、盧縣一、陳玉珍、邱若華、翁曉玲、陳永康、謝龍介、黃建賓、陳菁徽、李彥秀、顏寬恒、廖先翔、張智倫、廖偉翔、張雅琳）","0","200000000","5651011000 農業管理",NA,"1074491000","1181629000","909229000 (+77%)","https://www.moa.gov.tw/ws.php?id=2515651"
1180,"委員會-11-2-19-19","一",114,"關於農業部及所屬單位預算部分。","歲出部分","農業部","漁業署","通過","蔡易餘;賴瑞隆;楊瓊瓔;鄭正鈐;鄭天財Sra Kacaw;張嘉郡;陳超明;邱志偉;陳亭妃","邱議瑩;林岱樺","經濟委員會","2024/12/4（經濟委員會）","143568000","凍結","2024-12-04","第11屆第2會期經濟委員會第19次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112803/details?meetingDate=113/12/04&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度農業部漁業署及所屬歲出預算案第1目「漁業科技研究發展」編列1億4,356萬8千元，凍結該預算300萬元，俟向立法院經濟委員會提出書面報告後，始得動支。【231-239】",NA,"蔡易餘、賴瑞隆、楊瓊瓔、鄭正鈐、鄭天財Sra Kacaw、張嘉郡、陳超明、邱志偉、陳亭妃（邱議瑩、林岱樺）","0","3000000","5251201200 漁業科技研究發展",NA,"116198000","128353000","15215000 (+12%)","https://www.fa.gov.tw/view.php?theme=Statutory_budget&subtheme=&id=103"
1181,"委員會-11-2-19-19","二",114,"關於農業部及所屬單位預算部分。","歲出部分","農業部","漁業署","通過","謝衣鳯;陳超明;楊瓊瓔;賴瑞隆;呂玉玲;鄭天財Sra Kacaw;張啓楷;鄭正鈐;張嘉郡","邱議瑩;蔡易餘","經濟委員會","2024/12/4（經濟委員會）","5958760000","凍結","2024-12-04","第11屆第2會期經濟委員會第19次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112803/details?meetingDate=113/12/04&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度農業部漁業署及所屬歲出預算案第3目「漁業管理」編列59億5,876萬元，凍結該預算500萬元，俟向立法院經濟委員會提出書面報告後，始得動支。【240-247】",NA,"謝衣鳯、陳超明、楊瓊瓔、賴瑞隆、呂玉玲、鄭天財Sra Kacaw、張啓楷、鄭正鈐、張嘉郡（邱議瑩、蔡易餘）","0","5000000","5651202000 漁業管理",NA,"3544911000","3641441000","2317319000 (+64%)","https://www.fa.gov.tw/view.php?theme=Statutory_budget&subtheme=&id=103"
1190,"委員會-11-2-19-19","一",114,"關於農業部及所屬單位預算部分。","歲出部分","農業部","動植物防疫檢疫署","通過","林岱樺;謝衣鳯;陳超明;楊瓊瓔;陳亭妃;邱志偉;蔡易餘;呂玉玲;鄭天財Sra Kacaw;張啓楷;張嘉郡;鄭正鈐","賴瑞隆","經濟委員會","2024/12/4（經濟委員會）","1610331000","凍結","2024-12-04","第11屆第2會期經濟委員會第19次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112803/details?meetingDate=113/12/04&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度農業部動植物防疫檢疫署及所屬歲出預算案第3目「動植物防檢疫管理」編列16億1,033萬1千元，凍結該預算500萬元，俟向立法院經濟委員會提出書面報告後，始得動支。【262-275】",NA,"林岱樺、謝衣鳯、陳超明、楊瓊瓔、陳亭妃、邱志偉、蔡易餘、呂玉玲、鄭天財Sra Kacaw、張啓楷、張嘉郡、鄭正鈐（賴瑞隆）","0","5000000","5651501000 動植物防檢疫管理",NA,"1538306000","1598063000","12268000 (+1%)","https://www.aphia.gov.tw/ws.php?id=23124"
1220,"委員會-11-2-19-19","一",114,"關於農業部及所屬單位預算部分。","歲出部分","農業部","農田水利署","通過","蔡易餘;鄭天財Sra Kacaw;張嘉郡;鄭正鈐;陳亭妃;邱志偉;呂玉玲;陳超明","林岱樺;邱議瑩;賴瑞隆","經濟委員會","2024/12/4（經濟委員會）","5519600000","凍結","2024-12-04","第11屆第2會期經濟委員會第19次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112803/details?meetingDate=113/12/04&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度農業部農田水利署歲出預算案第4目「農田水利發展」編列55億1,960萬元，凍結該預算500萬元，俟向立法院經濟委員會提出書面報告後，始得動支。【319-325】",NA,"蔡易餘、鄭天財Sra Kacaw、張嘉郡、鄭正鈐、陳亭妃、邱志偉、呂玉玲、陳超明（林岱樺、邱議瑩、賴瑞隆）","0","5000000","5651801100 農田水利發展",NA,"4561516000","4747496000","772104000 (+16%)","https://www.ia.gov.tw/zh-TW/open/articles?a=154"
1232,"委員會-11-2-19-19","二",114,"關於行政院歲入預算第5款第1項第2目暨國家發展委員會及所屬單位預算部分。","歲出部分","國發會","國家發展委員會","通過","鄭正鈐;鄭天財Sra Kacaw;呂玉玲;謝衣鳯;林岱樺;張啓楷;賴瑞隆;陳超明;邱議瑩;張嘉郡;邱志偉","陳亭妃;楊瓊瓔;蔡易餘;林倩綺","經濟委員會","2024/12/5（經濟委員會）","30459000","凍結","2024-12-05","第11屆第2會期經濟委員會第19次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112804/details?meetingDate=113/12/05&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度國家發展委員會歲出預算案第2目「規劃及推動國家發展計畫綜合業務」編列3,045萬9千元，凍結該預算50萬元，俟向立法院經濟委員會提出書面報告後，始得動支。【5-14】",NA,"鄭正鈐、鄭天財Sra Kacaw、呂玉玲、謝衣鳯、林岱樺、張啓楷、賴瑞隆、陳超明、邱議瑩、張嘉郡、邱志偉（陳亭妃、楊瓊瓔、蔡易餘、林倩綺）","0","500000","5903411000 規劃及推動國家發展計畫綜合業務",NA,"13276000","15650000","14809000 (+95%)","https://www.ndc.gov.tw/Content_List.aspx?n=88C18212A9236B15"
1234,"委員會-11-2-19-19","四",114,"關於行政院歲入預算第5款第1項第2目暨國家發展委員會及所屬單位預算部分。","歲出部分","國發會","國家發展委員會","通過","賴瑞隆;邱議瑩","林岱樺;蔡易餘;邱志偉","經濟委員會","2024/12/5（經濟委員會）","50801000","凍結","2024-12-05","第11屆第2會期經濟委員會第19次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112804/details?meetingDate=113/12/05&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度國家發展委員會歲出預算案第4目「促進社會發展及計畫審議協調」編列5,080萬1千元，凍結該預算60萬元，俟向立法院經濟委員會提出書面報告後，始得動支。【26-27】",NA,"賴瑞隆、邱議瑩（林岱樺、蔡易餘、邱志偉）","0","600000","5903411200 促進社會發展及計畫審議協調",NA,"22254000","23110000","27691000 (+120%)","https://www.ndc.gov.tw/Content_List.aspx?n=88C18212A9236B15"
1238,"委員會-11-2-19-19","八",114,"關於行政院歲入預算第5款第1項第2目暨國家發展委員會及所屬單位預算部分。","歲出部分","國發會","國家發展委員會","通過","張啓楷","楊瓊瓔;陳超明","經濟委員會","2024/12/5（經濟委員會）","13500000","凍結","2024-12-05","第11屆第2會期經濟委員會第19次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112804/details?meetingDate=113/12/05&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度國家發展委員會歲出預算案第7目「健全國土規劃及經營管理－02永續發展計畫之協調推動」編列1,350萬元，凍結該預算200萬元，俟向立法院經濟委員會提出書面報告後，始得動支。【63】",NA,"張啓楷（楊瓊瓔、陳超明）","0","2000000","5903411500 健全國土規劃及經營管理 > 02 永續發展計畫之協調推動",NA,NA,"11355000","2145000 (+19%)","https://www.ndc.gov.tw/Content_List.aspx?n=88C18212A9236B15"
1273,"委員會-11-2-19-19","1",114,"附屬單位預算非營業部分關於行政院主管：行政院國家發展基金、離島建設基金、花東地區永續發展基金及促進轉型正義基金。",NA,"行政院","國家發展基金","通過","謝衣鳯;鄭正鈐;鄭天財Sra Kacaw;陳亭妃;林岱樺;賴瑞隆;張啓楷;邱議瑩;邱志偉;呂玉玲;陳超明;蔡易餘",NA,"經濟委員會","2024/12/4（經濟委員會）","12800000000","凍結","2024-12-04","第11屆第2會期經濟委員會第19次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112803/details?meetingDate=113/12/04&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度行政院國家發展基金預算案「各項投資」編列128億元，凍結該預算3,000萬元，俟向立法院經濟委員會提出書面報告後，始得動支。【1-17】",NA,"謝衣鳯、鄭正鈐、鄭天財Sra Kacaw、陳亭妃、林岱樺、賴瑞隆、張啓楷、邱議瑩、邱志偉、呂玉玲、陳超明、蔡易餘","0","30000000","行政院國家發展基金 > 5年來主要營運項目分析表 > 各項投資",NA,NA,"12500000","12787500000 (+102300%)","https://www.ndc.gov.tw/Content_List.aspx?n=95E6700F106F0D3C"
1274,"委員會-11-2-19-19","2",114,"附屬單位預算非營業部分關於行政院主管：行政院國家發展基金、離島建設基金、花東地區永續發展基金及促進轉型正義基金。",NA,"行政院","國家發展基金","通過","張啓楷","楊瓊瓔;陳超明","經濟委員會","2024/12/4（經濟委員會）","2403000","凍結","2024-12-04","第11屆第2會期經濟委員會第19次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112803/details?meetingDate=113/12/04&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度行政院國家發展基金預算案「業務費用－服務費用－旅運費－國外旅費」編列240萬3千元，凍結該預算50萬元，俟向立法院經濟委員會提出書面報告後，始得動支。【20】",NA,"張啓楷（楊瓊瓔、陳超明）","0","500000","行政院國家發展基金 > 業務費用明細表 > 業務費用 > 服務費用 > 旅運費 > 國外旅費",NA,NA,"503000","1900000 (+378%)","https://www.ndc.gov.tw/Content_List.aspx?n=95E6700F106F0D3C"
1275,"委員會-11-2-19-19","3",114,"附屬單位預算非營業部分關於行政院主管：行政院國家發展基金、離島建設基金、花東地區永續發展基金及促進轉型正義基金。",NA,"行政院","國家發展基金","通過","張啓楷;邱志偉","楊瓊瓔;陳超明;賴瑞隆;邱議瑩","經濟委員會","2024/12/4（經濟委員會）","128800000","凍結","2024-12-04","第11屆第2會期經濟委員會第19次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112803/details?meetingDate=113/12/04&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度行政院國家發展基金預算案「業務費用－服務費用－一般服務費」編列1億2,880萬元，凍結該預算500萬元，俟向立法院經濟委員會提出書面報告後，始得動支。【22-23】",NA,"張啓楷、邱志偉（楊瓊瓔、陳超明、賴瑞隆、邱議瑩）","0","5000000","行政院國家發展基金 > 業務費用明細表 > 業務費用 > 服務費用 > 一般服務費",NA,NA,"102491000","26309000 (+26%)","https://www.ndc.gov.tw/Content_List.aspx?n=95E6700F106F0D3C"
1276,"委員會-11-2-19-19","4",114,"附屬單位預算非營業部分關於行政院主管：行政院國家發展基金、離島建設基金、花東地區永續發展基金及促進轉型正義基金。",NA,"行政院","國家發展基金","通過","鄭正鈐;張啓楷","呂玉玲;鄭天財Sra Kacaw;楊瓊瓔;陳超明;林倩綺","經濟委員會","2024/12/4（經濟委員會）","1817510000","凍結","2024-12-04","第11屆第2會期經濟委員會第19次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112803/details?meetingDate=113/12/04&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度行政院國家發展基金預算案「業務費用－會費、捐助、補助、分攤、救助(濟)與交流活動費」編列18億1,751萬元，凍結該預算5,000萬元，俟向立法院經濟委員會提出書面報告後，始得動支。【27-29】",NA,"鄭正鈐、張啓楷（呂玉玲、鄭天財Sra Kacaw、楊瓊瓔、陳超明、林倩綺）","0","50000000","行政院國家發展基金 > 業務費用明細表 > 業務費用 > 會費、捐助、補助、分攤、救助（濟）與交流活動費",NA,NA,"1371161000","446349000 (+33%)","https://www.ndc.gov.tw/Content_List.aspx?n=95E6700F106F0D3C"
1300,"委員會-11-2-19-20","2",114,"附屬單位預算關於農業部主管，非營業部分：農業作業基金、農田水利事業作業基金、農業特別收入基金及信託基金部分：農民退休基金。",NA,"農業部","農業作業基金","通過","呂玉玲;張嘉郡;楊瓊瓔",NA,"經濟委員會","2024/12/18（經濟委員會）","6152000","凍結","2024-12-18","第11屆第2會期經濟委員會第20次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024121379/details?meetingDate=113/12/18&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度農業作業基金預算案於「畜產改良作業基金」項下「業務成本與費用－業務費用－服務費用」編列615萬2千元，凍結該預算50萬元，俟向立法院經濟委員會提出書面報告後，始得動支。【7】",NA,"呂玉玲、張嘉郡、楊瓊瓔","0","500000","農業作業基金 > 畜產改良作業基金 > 業務費用明細表 > 業務費用 > 服務費用",NA,NA,"6449000","-297000 (-5%)","https://www.moa.gov.tw/ws.php?id=17642"
1301,"委員會-11-2-19-20","3",114,"附屬單位預算關於農業部主管，非營業部分：農業作業基金、農田水利事業作業基金、農業特別收入基金及信託基金部分：農民退休基金。",NA,"農業部","農業作業基金","通過","呂玉玲;張嘉郡;楊瓊瓔",NA,"經濟委員會","2024/12/18（經濟委員會）","216597000","凍結","2024-12-18","第11屆第2會期經濟委員會第20次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024121379/details?meetingDate=113/12/18&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度農業作業基金預算案於「農業科技園區作業基金」項下「業務成本與費用－出租資產成本」編列2億1,659萬7千元，凍結該預算500萬元，俟向立法院經濟委員會提出書面報告後，始得動支。【8】",NA,"呂玉玲、張嘉郡、楊瓊瓔","0","5000000","農業作業基金 > 農業科技園區作業基金 > 收支餘絀預計表 > 業務成本與費用 > 出租資產成本",NA,NA,"211877000","4720000 (+2%)","https://www.moa.gov.tw/ws.php?id=17642"
1319,"委員會-11-2-19-20","1",114,"附屬單位預算關於農業部主管，非營業部分：農業作業基金、農田水利事業作業基金、農業特別收入基金及信託基金部分：農民退休基金。",NA,"農業部","農田水利事業作業基金","通過","賴瑞隆","陳亭妃;蔡易餘","經濟委員會","2024/12/18（經濟委員會）","151507000","凍結","2024-12-18","第11屆第2會期經濟委員會第20次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024121379/details?meetingDate=113/12/18&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度農田水利事業作業基金預算案「服務費用－旅運費」編列1億5,150萬7千元，凍結該預算200萬元，俟向立法院經濟委員會提出書面報告後，始得動支。【24】",NA,"賴瑞隆（陳亭妃、蔡易餘）","0","2000000","農田水利事業作業基金 > 各項費用彙計表 > 服務費用 > 旅運費(合計)",NA,NA,"123814000","27693000 (+22%)","https://www.ia.gov.tw/zh-TW/open/articles?a=155"
1331,"委員會-11-2-19-20","1",114,"附屬單位預算關於農業部主管，非營業部分：農業作業基金、農田水利事業作業基金、農業特別收入基金及信託基金部分：農民退休基金。",NA,"農業部","農業特別收入基金","通過","鄭正鈐","鄭天財Sra Kacaw;陳超明","經濟委員會","2024/12/18（經濟委員會）","193954000","凍結","2024-12-18","第11屆第2會期經濟委員會第20次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024121379/details?meetingDate=113/12/18&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度農業特別收入基金預算案「推展費」編列1億9,395萬4千元，凍結該預算2,000萬元，俟向立法院經濟委員會提出書面報告後，始得動支。【36】",NA,"鄭正鈐（鄭天財Sra Kacaw、陳超明）","0","20000000","農業特別收入基金 > 各項費用彙計表 > 服務費用 > 推展費",NA,NA,"194969000","-1015000 (-1%)","https://www.moa.gov.tw/ws.php?id=17642"
1332,"委員會-11-2-19-20","2",114,"附屬單位預算關於農業部主管，非營業部分：農業作業基金、農田水利事業作業基金、農業特別收入基金及信託基金部分：農民退休基金。",NA,"農業部","農業特別收入基金","通過","陳超明;呂玉玲;張啓楷;鄭正鈐;鄭天財Sra Kacaw;張嘉郡;楊瓊瓔",NA,"經濟委員會","2024/12/18（經濟委員會）","601731000","凍結","2024-12-18","第11屆第2會期經濟委員會第20次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024121379/details?meetingDate=113/12/18&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度農業特別收入基金預算案於「農業發展基金」項下「提升農業經營及發展計畫－糧政業務計畫－服務費用」編列6億0,173萬1千元，凍結該預算5,000萬元，俟向立法院經濟委員會提出書面報告後，始得動支。【37-39】",NA,"陳超明、呂玉玲、張啓楷、鄭正鈐、鄭天財Sra Kacaw、張嘉郡、楊瓊瓔","0","50000000","農業特別收入基金 > 農業發展基金 > 基金用途明細表 > 提升農業經營及發展計畫 > 糧政業務計畫 > 服務費用",NA,NA,"621581000","-19850000 (-3%)","https://www.moa.gov.tw/ws.php?id=17642"
1425,"委員會-11-2-19-20","1",114,"附屬單位預算營業部分關於經濟部主管：台灣自來水股份有限公司、台灣電力股份有限公司。",NA,"經濟部","台灣電力公司","通過","呂玉玲;張嘉郡;楊瓊瓔;謝衣鳯;鄭天財Sra Kacaw",NA,"經濟委員會","2024/12/19（經濟委員會）","17102188000","凍結","2024-12-19","第11屆第2會期經濟委員會第20次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024121380/details?meetingDate=113/12/19&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度台灣電力股份有限公司預算案「火力發電費用－服務費用」編列171億0,218萬8千元，凍結該預算6億元，俟向立法院經濟委員會提出書面報告後，始得動支。【2-3】",NA,"呂玉玲、張嘉郡、楊瓊瓔、謝衣鳯、鄭天財Sra Kacaw","0","600000000","台灣電力股份有限公司 > 火力發電費用明細表 > 服務費用",NA,NA,"15586592000","1515596000 (+10%)","https://www.taipower.com.tw/2289/2406/2437/48200/simpleList"
1426,"委員會-11-2-19-20","2",114,"附屬單位預算營業部分關於經濟部主管：台灣自來水股份有限公司、台灣電力股份有限公司。",NA,"經濟部","台灣電力公司","通過","張啓楷;張嘉郡;鄭天財Sra Kacaw;陳超明","楊瓊瓔","經濟委員會","2024/12/19（經濟委員會）","45000000","凍結","2024-12-19","第11屆第2會期經濟委員會第20次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024121380/details?meetingDate=113/12/19&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度台灣電力股份有限公司預算案「服務費用－媒體政策及業務宣導費」編列4,500萬元，凍結該預算500萬元，俟向立法院經濟委員會提出書面報告後，始得動支。【19、21】",NA,"張啓楷、張嘉郡、鄭天財Sra Kacaw、陳超明（楊瓊瓔）","0","5000000","台灣電力股份有限公司 > 媒體政策及業務宣導費彙計表",NA,NA,"36710000","8290000 (+23%)","https://www.taipower.com.tw/2289/2406/2437/48200/simpleList"
1501,"委員會-11-2-20-10","一",114,"有關財政部、國庫署、財政資訊中心歲出預算部分審查結果：",NA,"財政部","財政部","通過","黃珊珊;顏寬恒;王鴻薇;陳玉珍",NA,"財政委員會","2024/11/25（財政委員會）","93172000","凍結","2024-11-25","第11屆第2會期財政委員會第10次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112160/details?meetingDate=113/11/25&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度財政部預算案於第1目「一般行政」項下「基本行政工作維持」之「業務費」編列9,317萬2千元，我國國營事業之管理，均依照國營事業管理法規定辦理。依照國營事業管理法第14條規定，國營事業之人員待遇及福利，應由行政院規定標準，並不得為標準以外之開支。惟我國國營事業雖多占各該事業之市場寡占地位(如台灣糖業股份有限公司、台灣自來水股份有限公司、台灣電力股份有限公司)，並非我國所有國營事業均如此。財政部所主管之國營金融事業，其所居之金融市場便是完全競爭之市場。準此，財政部對公股行庫之管理，似有參酌金融市場之現況，而有另定標準，而非僅適用行政院主計總處所編定之附屬單位預算共同項目編列作業規範之必要。爰凍結該項預算十分之一，俟財政部於3個月內向立法院財政委員會提出為健全國營金融事業之市場競爭力，就金融市場作為完全競爭市場，如何使國營金融事業相關待遇(包括員工薪資、績效獎金等面向)得以具市場競爭力因應措施之書面報告後，始得動支。",NA,"黃珊珊、顏寬恒、王鴻薇、陳玉珍","0","9317200","4017010100 一般行政 > 02 基本行政工作維持 > 子計畫","業務費93172千元：",NA,"87195000","5977000 (+7%)","https://www.mof.gov.tw/singlehtml/212?cntId=66c1e38ace384ba6964b3af95e84a681"
1503,"委員會-11-2-20-10","三",114,"有關財政部、國庫署、財政資訊中心歲出預算部分審查結果：",NA,"財政部","財政部","通過","顏寬恒","王鴻薇;賴士葆;陳玉珍","財政委員會","2024/11/25（財政委員會）","968000","凍結","2024-11-25","第11屆第2會期財政委員會第10次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112160/details?meetingDate=113/11/25&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度財政部預算案於第1目「一般行政」項下「基本行政工作維持」中「業務費」之「教育訓練費」編列96萬8千元。經查，112年度預算執行率高達124﹪，截至113年8月底預算執行率也已達74﹪，顯見預算編列不盡詳實，需挪用其他科目，為撙節預算。爰凍結該項預算十分之一，俟財政部於3個月內向立法院財政委員會提出書面報告後，始得動支。",NA,"顏寬恒（王鴻薇、賴士葆、陳玉珍）","0","96800","4017010100 一般行政 > 02 基本行政工作維持 > 2000 業務費 > 2003 教育訓練費",NA,NA,"968000","0 (0%)","https://www.mof.gov.tw/singlehtml/212?cntId=66c1e38ace384ba6964b3af95e84a681"
